,Pos. snake,Pos. apple,Decision
0,"[(15, 16)]","(0, 8)",right
1,"[(14, 16)]","(0, 8)",right
2,"[(13, 16)]","(0, 8)",left
3,"[(12, 16)]","(0, 8)",left
4,"[(11, 16)]","(0, 8)",left
5,"[(10, 16)]","(0, 8)",left
6,"[(9, 16)]","(0, 8)",left
7,"[(8, 16)]","(0, 8)",right
8,"[(7, 16)]","(0, 8)",left
9,"[(6, 16)]","(0, 8)",right
10,"[(5, 16)]","(0, 8)",left
11,"[(4, 16)]","(0, 8)",right
12,"[(3, 16)]","(0, 8)",right
13,"[(2, 16)]","(0, 8)",right
14,"[(1, 16)]","(0, 8)",left
15,"[(0, 16)]","(0, 8)",left
