,Pos. snake,Pos. apple,Decision
0,"[(13, 9)]","(0, 19)",right
1,"[(12, 9)]","(0, 19)",right
2,"[(11, 9)]","(0, 19)",right
3,"[(10, 9)]","(0, 19)",right
4,"[(9, 9)]","(0, 19)",right
5,"[(8, 9)]","(0, 19)",right
6,"[(7, 9)]","(0, 19)",right
7,"[(6, 9)]","(0, 19)",right
8,"[(5, 9)]","(0, 19)",right
9,"[(4, 9)]","(0, 19)",right
10,"[(3, 9)]","(0, 19)",right
11,"[(2, 9)]","(0, 19)",right
12,"[(1, 9)]","(0, 19)",right
13,"[(0, 9)]","(0, 19)",right
