,Pos. snake,Pos. apple,Decision
0,"[(16, 2)]","(0, 2)",
1,"[(15, 2)]","(0, 2)",
2,"[(14, 2)]","(0, 2)",
3,"[(13, 2)]","(0, 2)",
4,"[(12, 2)]","(0, 2)",
5,"[(11, 2)]","(0, 2)",
6,"[(10, 2)]","(0, 2)",
7,"[(9, 2)]","(0, 2)",
8,"[(8, 2)]","(0, 2)",
9,"[(7, 2)]","(0, 2)",
10,"[(6, 2)]","(0, 2)",
11,"[(5, 2)]","(0, 2)",
12,"[(4, 2)]","(0, 2)",
13,"[(3, 2)]","(0, 2)",
14,"[(2, 2)]","(0, 2)",
15,"[(1, 2)]","(0, 2)",
16,"[(0, 2)]","(0, 2)",
