,Pos. snake,Pos. apple,Decision
0,"[(14, 16)]","(0, 16)",left
1,"[(13, 16)]","(0, 16)",left
2,"[(12, 16)]","(0, 16)",left
3,"[(11, 16)]","(0, 16)",
4,"[(10, 16)]","(0, 16)",left
5,"[(9, 16)]","(0, 16)",
6,"[(8, 16)]","(0, 16)",left
7,"[(7, 16)]","(0, 16)",left
8,"[(6, 16)]","(0, 16)",left
9,"[(5, 16)]","(0, 16)",left
10,"[(4, 16)]","(0, 16)",left
11,"[(3, 16)]","(0, 16)",
12,"[(2, 16)]","(0, 16)",left
13,"[(1, 16)]","(0, 16)",
14,"[(0, 16)]","(0, 16)",left
