,Pos. snake,Pos. apple,Decision
0,"[(15, 1)]","(1, 1)",left
1,"[(14, 1)]","(1, 1)",right
2,"[(13, 1)]","(1, 1)",
3,"[(12, 1)]","(1, 1)",right
4,"[(11, 1)]","(1, 1)",
5,"[(10, 1)]","(1, 1)",
6,"[(9, 1)]","(1, 1)",left
7,"[(8, 1)]","(1, 1)",right
8,"[(7, 1)]","(1, 1)",right
9,"[(6, 1)]","(1, 1)",left
10,"[(5, 1)]","(1, 1)",right
11,"[(4, 1)]","(1, 1)",
12,"[(3, 1)]","(1, 1)",right
13,"[(2, 1)]","(1, 1)",
14,"[(1, 1)]","(1, 1)",
15,"[(0, 1)]","(1, 1)",
