,Pos. snake,Pos. apple,Decision
0,"[(13, 10)]","(0, 10)",right
1,"[(12, 10)]","(0, 10)",right
2,"[(11, 10)]","(0, 10)",right
3,"[(10, 10)]","(0, 10)",right
4,"[(9, 10)]","(0, 10)",right
5,"[(8, 10)]","(0, 10)",right
6,"[(7, 10)]","(0, 10)",right
7,"[(6, 10)]","(0, 10)",right
8,"[(5, 10)]","(0, 10)",right
9,"[(4, 10)]","(0, 10)",right
10,"[(3, 10)]","(0, 10)",right
11,"[(2, 10)]","(0, 10)",right
12,"[(1, 10)]","(0, 10)",right
13,"[(0, 10)]","(0, 10)",right
