,Pos. snake,Pos. apple,Decision
0,"[(17, 7)]","(0, 17)",
1,"[(16, 7)]","(0, 17)",left
2,"[(15, 7)]","(0, 17)",
3,"[(14, 7)]","(0, 17)",
4,"[(13, 7)]","(0, 17)",
5,"[(12, 7)]","(0, 17)",
6,"[(11, 7)]","(0, 17)",
7,"[(10, 7)]","(0, 17)",
8,"[(9, 7)]","(0, 17)",
9,"[(8, 7)]","(0, 17)",
10,"[(7, 7)]","(0, 17)",
11,"[(6, 7)]","(0, 17)",
12,"[(5, 7)]","(0, 17)",
13,"[(4, 7)]","(0, 17)",
14,"[(3, 7)]","(0, 17)",
15,"[(2, 7)]","(0, 17)",right
16,"[(1, 7)]","(0, 17)",
17,"[(0, 7)]","(0, 17)",
