,Pos. snake,Pos. apple,Decision
0,"[(12, 5)]","(0, 5)",left
1,"[(11, 5)]","(0, 5)",left
2,"[(10, 5)]","(0, 5)",left
3,"[(9, 5)]","(0, 5)",left
4,"[(8, 5)]","(0, 5)",left
5,"[(7, 5)]","(0, 5)",left
6,"[(6, 5)]","(0, 5)",left
7,"[(5, 5)]","(0, 5)",
8,"[(4, 5)]","(0, 5)",left
9,"[(3, 5)]","(0, 5)",right
10,"[(2, 5)]","(0, 5)",left
11,"[(1, 5)]","(0, 5)",left
12,"[(0, 5)]","(18, 0)",left
