,Pos. snake,Pos. apple,Decision
0,"[(15, 7)]","(2, 7)",
1,"[(14, 7)]","(2, 7)",right
2,"[(13, 7)]","(2, 7)",
3,"[(12, 7)]","(2, 7)",left
4,"[(11, 7)]","(2, 7)",
5,"[(10, 7)]","(2, 7)",
6,"[(9, 7)]","(2, 7)",
7,"[(8, 7)]","(2, 7)",
8,"[(7, 7)]","(2, 7)",right
9,"[(6, 7)]","(2, 7)",
10,"[(5, 7)]","(2, 7)",left
11,"[(4, 7)]","(2, 7)",
12,"[(3, 7)]","(2, 7)",left
13,"[(2, 7)]","(7, 5)",
14,"[(1, 7)]","(7, 5)",left
15,"[(0, 7)]","(7, 5)",left
