,Pos. snake,Pos. apple,Decision
0,"[(16, 14)]","(4, 14)",
1,"[(15, 14)]","(4, 14)",
2,"[(14, 14)]","(4, 14)",
3,"[(13, 14)]","(4, 14)",
4,"[(12, 14)]","(4, 14)",
5,"[(11, 14)]","(4, 14)",
6,"[(10, 14)]","(4, 14)",
7,"[(9, 14)]","(4, 14)",
8,"[(8, 14)]","(4, 14)",
9,"[(7, 14)]","(4, 14)",
10,"[(6, 14)]","(4, 14)",
11,"[(5, 14)]","(4, 14)",
12,"[(4, 14)]","(5, 1)",
13,"[(3, 14)]","(5, 1)",
14,"[(2, 14)]","(5, 1)",
15,"[(1, 14)]","(5, 1)",
16,"[(0, 14)]","(5, 1)",
