,Pos. snake,Pos. apple,Decision
0,"[(15, 1)]","(0, 1)",left
1,"[(14, 1)]","(0, 1)",left
2,"[(13, 1)]","(0, 1)",left
3,"[(12, 1)]","(0, 1)",left
4,"[(11, 1)]","(0, 1)",left
5,"[(10, 1)]","(0, 1)",left
6,"[(9, 1)]","(0, 1)",left
7,"[(8, 1)]","(0, 1)",left
8,"[(7, 1)]","(0, 1)",left
9,"[(6, 1)]","(0, 1)",left
10,"[(5, 1)]","(0, 1)",left
11,"[(4, 1)]","(0, 1)",left
12,"[(3, 1)]","(0, 1)",left
13,"[(2, 1)]","(0, 1)",left
14,"[(1, 1)]","(0, 1)",left
15,"[(0, 1)]","(1, 12)",left
