,Pos. snake,Pos. apple,Decision
0,"[(14, 8)]","(0, 8)",left
1,"[(13, 8)]","(0, 8)",right
2,"[(12, 8)]","(0, 8)",left
3,"[(11, 8)]","(0, 8)",left
4,"[(10, 8)]","(0, 8)",left
5,"[(9, 8)]","(0, 8)",left
6,"[(8, 8)]","(0, 8)",left
7,"[(7, 8)]","(0, 8)",right
8,"[(6, 8)]","(0, 8)",left
9,"[(5, 8)]","(0, 8)",left
10,"[(4, 8)]","(0, 8)",right
11,"[(3, 8)]","(0, 8)",left
12,"[(2, 8)]","(0, 8)",left
13,"[(1, 8)]","(0, 8)",left
14,"[(0, 8)]","(0, 11)",left
