,Pos. snake,Pos. apple,Decision
0,"[(15, 8)]","(5, 8)",left
1,"[(14, 8)]","(5, 8)",left
2,"[(13, 8)]","(5, 8)",left
3,"[(12, 8)]","(5, 8)",left
4,"[(11, 8)]","(5, 8)",left
5,"[(10, 8)]","(5, 8)",left
6,"[(9, 8)]","(5, 8)",left
7,"[(8, 8)]","(5, 8)",left
8,"[(7, 8)]","(5, 8)",left
9,"[(6, 8)]","(5, 8)",left
10,"[(5, 8)]","(3, 8)",right
11,"[(4, 8)]","(3, 8)",
12,"[(3, 8)]","(2, 3)",
13,"[(2, 8)]","(2, 3)",
14,"[(1, 8)]","(2, 3)",
15,"[(0, 8)]","(2, 3)",right
