,Pos. snake,Pos. apple,Decision
0,"[(14, 15)]","(13, 15)",right
1,"[(13, 15)]","(2, 15)",left
2,"[(12, 15)]","(2, 15)",
3,"[(11, 15)]","(2, 15)",
4,"[(10, 15)]","(2, 15)",
5,"[(9, 15)]","(2, 15)",
6,"[(8, 15)]","(2, 15)",left
7,"[(7, 15)]","(2, 15)",
8,"[(6, 15)]","(2, 15)",
9,"[(5, 15)]","(2, 15)",
10,"[(4, 15)]","(2, 15)",
11,"[(3, 15)]","(2, 15)",
12,"[(2, 15)]","(5, 11)",
13,"[(1, 15)]","(5, 11)",
14,"[(0, 15)]","(5, 11)",
