,Pos. snake,Pos. apple,Decision
0,"[(11, 2)]","(9, 2)",
1,"[(10, 2)]","(9, 2)",
2,"[(9, 2)]","(4, 2)",
3,"[(8, 2)]","(4, 2)",
4,"[(7, 2)]","(4, 2)",
5,"[(6, 2)]","(4, 2)",
6,"[(5, 2)]","(4, 2)",
7,"[(4, 2)]","(19, 14)",
8,"[(3, 2)]","(19, 14)",
9,"[(2, 2)]","(19, 14)",
10,"[(1, 2)]","(19, 14)",
11,"[(0, 2)]","(19, 14)",
