,Pos. snake,Pos. apple,Decision
0,"[(13, 17)]","(11, 17)",right
1,"[(12, 17)]","(11, 17)",left
2,"[(11, 17)]","(0, 4)",left
3,"[(10, 17)]","(0, 4)",right
4,"[(9, 17)]","(0, 4)",left
5,"[(8, 17)]","(0, 4)",left
6,"[(7, 17)]","(0, 4)",left
7,"[(6, 17)]","(0, 4)",left
8,"[(5, 17)]","(0, 4)",left
9,"[(4, 17)]","(0, 4)",left
10,"[(3, 17)]","(0, 4)",left
11,"[(2, 17)]","(0, 4)",left
12,"[(1, 17)]","(0, 4)",right
13,"[(0, 17)]","(0, 4)",right
