,Pos. snake,Pos. apple,Decision
0,"[(15, 5)]","(0, 5)",right
1,"[(14, 5)]","(0, 5)",right
2,"[(13, 5)]","(0, 5)",right
3,"[(12, 5)]","(0, 5)",right
4,"[(11, 5)]","(0, 5)",
5,"[(10, 5)]","(0, 5)",right
6,"[(9, 5)]","(0, 5)",right
7,"[(8, 5)]","(0, 5)",right
8,"[(7, 5)]","(0, 5)",right
9,"[(6, 5)]","(0, 5)",right
10,"[(5, 5)]","(0, 5)",right
11,"[(4, 5)]","(0, 5)",right
12,"[(3, 5)]","(0, 5)",right
13,"[(2, 5)]","(0, 5)",right
14,"[(1, 5)]","(0, 5)",right
15,"[(0, 5)]","(0, 6)",right
