,Pos. snake,Pos. apple,Decision
0,"[(13, 15)]","(1, 15)",right
1,"[(12, 15)]","(1, 15)",right
2,"[(11, 15)]","(1, 15)",right
3,"[(10, 15)]","(1, 15)",right
4,"[(9, 15)]","(1, 15)",right
5,"[(8, 15)]","(1, 15)",right
6,"[(7, 15)]","(1, 15)",right
7,"[(6, 15)]","(1, 15)",right
8,"[(5, 15)]","(1, 15)",right
9,"[(4, 15)]","(1, 15)",right
10,"[(3, 15)]","(1, 15)",right
11,"[(2, 15)]","(1, 15)",right
12,"[(1, 15)]","(15, 8)",right
13,"[(0, 15)]","(15, 8)",left
