,Pos. snake,Pos. apple,Decision
0,"[(14, 17)]","(1, 17)",
1,"[(13, 17)]","(1, 17)",
2,"[(12, 17)]","(1, 17)",
3,"[(11, 17)]","(1, 17)",
4,"[(10, 17)]","(1, 17)",left
5,"[(9, 17)]","(1, 17)",
6,"[(8, 17)]","(1, 17)",
7,"[(7, 17)]","(1, 17)",left
8,"[(6, 17)]","(1, 17)",left
9,"[(5, 17)]","(1, 17)",
10,"[(4, 17)]","(1, 17)",
11,"[(3, 17)]","(1, 17)",
12,"[(2, 17)]","(1, 17)",
13,"[(1, 17)]","(10, 4)",
14,"[(0, 17)]","(10, 4)",
