,run,Pos. snake,Pos. apple,Decision,left,right,front,applex,appley,snakex,snakey,score
0,0,"[(6, 3)]","(4, 5)",,2,3.0,6.0,0.0,-1.0,0.0,1.0,1.0
1,0,"[(6, 4), (6, 3)]","(4, 5)",,3,3.0,6.0,-1.0,-1.0,0.0,1.0,1.0
2,0,"[(6, 5), (6, 4)]","(4, 5)",,4,3.0,6.0,-1.0,-1.0,0.0,1.0,1.0
3,0,"[(7, 5), (6, 5)]","(4, 5)",right,5,3.0,6.0,-1.0,0.0,0.0,1.0,1.0
4,0,"[(7, 4), (7, 5)]","(4, 5)",right,7,2.0,2.0,-1.0,0.0,1.0,0.0,1.0
5,0,"[(7, 3), (7, 4)]","(4, 5)",,2,5.0,2.0,-1.0,-1.0,0.0,-1.0,1.0
6,0,"[(7, 2), (7, 3)]","(4, 5)",,2,4.0,2.0,-1.0,-1.0,0.0,-1.0,1.0
7,0,"[(7, 1), (7, 2)]","(4, 5)",,2,3.0,2.0,-1.0,-1.0,0.0,-1.0,1.0
8,0,"[(7, 0), (7, 1)]","(4, 5)",,2,2.0,2.0,-1.0,-1.0,0.0,-1.0,1.0
9,0,"[(7, -1), (7, 0)]","(4, 5)",,2,1.0,2.0,-1.0,-1.0,0.0,-1.0,1.0
10,death,death,death,death,death,,,,,,,
11,1,"[(4, 5)]","(4, 0)",,1,4.0,5.0,0.0,1.0,0.0,-1.0,0.0
12,1,"[(4, 4)]","(4, 0)",,0,4.0,5.0,0.0,1.0,0.0,-1.0,0.0
13,1,"[(3, 4)]","(4, 0)",right,5,4.0,5.0,0.0,1.0,0.0,-1.0,0.0
14,1,"[(3, 5)]","(4, 0)",right,6,3.0,3.0,1.0,1.0,-1.0,0.0,0.0
15,1,"[(4, 5)]","(4, 0)",right,3,1.0,3.0,1.0,1.0,0.0,1.0,0.0
16,1,"[(5, 5)]","(4, 0)",,4,5.0,0.0,0.0,1.0,1.0,0.0,0.0
17,1,"[(5, 4)]","(4, 0)",right,5,4.0,4.0,-1.0,1.0,1.0,0.0,0.0
18,1,"[(4, 4)]","(4, 0)",right,4,4.0,4.0,-1.0,1.0,0.0,-1.0,0.0
19,1,"[(4, 5)]","(4, 0)",right,5,4.0,4.0,0.0,1.0,-1.0,0.0,0.0
20,1,"[(5, 5)]","(4, 0)",right,4,0.0,4.0,0.0,1.0,0.0,1.0,0.0
21,1,"[(5, 4)]","(4, 0)",right,5,4.0,4.0,-1.0,1.0,1.0,0.0,0.0
22,1,"[(4, 4)]","(4, 0)",right,4,4.0,4.0,-1.0,1.0,0.0,-1.0,0.0
23,1,"[(4, 5)]","(4, 0)",right,5,4.0,4.0,0.0,1.0,-1.0,0.0,0.0
24,1,"[(5, 5)]","(4, 0)",right,4,0.0,4.0,0.0,1.0,0.0,1.0,0.0
25,1,"[(5, 4)]","(4, 0)",right,5,4.0,4.0,-1.0,1.0,1.0,0.0,0.0
26,1,"[(4, 4)]","(4, 0)",right,4,4.0,4.0,-1.0,1.0,0.0,-1.0,0.0
27,1,"[(4, 5)]","(4, 0)",right,5,4.0,4.0,0.0,1.0,-1.0,0.0,0.0
28,1,"[(5, 5)]","(4, 0)",right,4,0.0,4.0,0.0,1.0,0.0,1.0,0.0
29,1,"[(5, 4)]","(4, 0)",right,5,4.0,4.0,-1.0,1.0,1.0,0.0,0.0
30,1,"[(4, 4)]","(4, 0)",right,4,4.0,4.0,-1.0,1.0,0.0,-1.0,0.0
